product,sale_date,category,quantity,total_price,total_profit,payment_type,customer_id,location,gender,age_band,year,quarter,page
Rose Print Prom Dress,2025-10-18,Children — Girls Clothing,1,37.0,18.87,Debit Card,5500,Monaghan,Male,Range 25-34,2025,4,4
Marshall Oxford Shirt,2025-10-18,Men — Shirts,1,63.0,23.94,Debit Card,11819,Dublin,Female,65+,2025,4,4
Black Slim Fit Jeans,2025-10-18,Men — Jeans,1,46.0,18.4,Credit Card,19187,Dublin,Male,Range 18—24,2025,4,4
Grey Marl Panda Face Crew,2025-10-18,Children — Boys Clothing,3,34.5,17.59,Debit Card,2544,Dublin,Female,25-34,2025,4,4
Hawaiian Print Sun Safe Two Piece,2025-10-19,Children — Girls Clothing,1,17.5,8.93,Credit Card,13544,Waterford,M,Category 25–34,2025,4,4
Hawaiian Print Sun Safe Two Piece,2025-10-19,Children — Girls Clothing,2,35.0,17.85,Credit Card,1116,Wicklow,Male,Category 25-34,2025,4,4
Light Grey Straight Fit Jeans,2025-10-19,Men — Jeans,1,29.0,11.6,Credit Card,14312,Cavan,Female,Range 35—44,2025,4,4
White Cropped Leggings,2025-10-19,Men — Trousers,1,35.0,17.15,Debit Card,6628,Dublin,Female,Group 25–34,2025,4,4
Floral Embroidered Kaftan,2025-10-19,Children —  Girls Clothing,1,32.0,16.32,Credit Card,11162,Kildare,Female,Category 35-44,2025,4,4
Metallic Cross Strap Block Heels,2025-10-19,Men — Shoes,1,65.0,29.25,Debit Card,16406,Donegal,Female,Range 45-54,2025,4,4
Blue Puff Sleeve T-shirt Five Pack,2025-10-20,Children — Girls Clothing,1,21.5,10.96,Debit Card,1587,Tipperary,Female,Group 25-34,2025,4,4
Black Single Cuff Shirt,2025-10-20,Men — Shirts,3,126.0,47.88,Debit Card,12862,Galway,M,Group 45-54,2025,4,4
Pink Cheque Shirt Dress,2025-10-20,Children — Girls  Clothing,1,16.5,8.41,Credit Card,19403,Galway,Female,Category 55-64,2025,4,4
Mola Headlamp,2025-10-20,Homeware — Design,2,86.0,34.4,Credit Card,11981,Laois,Female,25–34,2025,4,4
Feathers Printed Bed Set,2025-10-20,Homeware — Bed Bath,2,70.0,24.5,Credit Card,14066,Wicklow,Female,25—34,2025,4,4
Black Skinny Fit Jeans,2025-10-20,Men — Jeans,1,46.0,18.4,PayPal,13178,Meath,Male,Group 45-54,2025,4,4
Dark Wash Straight Fit Jeans,2025-10-21,Men — Jeans,1,33.0,13.2,Credit Card,7016,Dublin,Female,Group 55—64,2025,4,4
Lunar Cirque Blouse,2025-10-21,Women — Tops,2,43.2,24.0,Credit Card,17772,Waterford,Male,45–54,2025,4,4
Rose Print Prom Dress,2025-10-22,Children — Girls Clothing,2,74.0,37.74,Credit Card,8991,Donegal,Female,Group 45—54,2025,4,4
Fluro Shorts Two Pack,2025-10-22,Children — Boys Clothing,2,31.5,14.35,CC,2641,Dublin,Female,18-24,2025,4,4
Black Single Cuff Shirt,2025-10-22,Men  — Shirts,1,42.0,15.96,PayPal,4295,Offaly,Female,Group 25-34,2025,4,4
Soft Velour Eyelet Lined Curtains,2025-10-22,Homeware — Design,3,318.0,127.2,CC,3809,Dublin,M,Group 55–64,2025,4,5
Black Skinny Zip Trousers,2025-10-22,Men — Trousers,1,46.0,22.54,Credit  Card,6991,Mayo,Female,Range 35-44,2025,4,5
Black Loose Fit Jeans,2025-10-22,Men — Jeans,1,29.0,11.6,Credit Card,6441,Galway,Male,18—24,2025,4,5
Orange/Navy Shorts Three Pack,2025-10-22,Children — Girls Clothing,1,16.5,8.41,Credit Card,4041,Waterford,Female,Range 25—34,2025,4,5
Dwellers Stool,2025-10-23,Homeware — Design,6,62.1,20.7,CC,6312,Mayo,F,35—44,2025,4,5
Woodel Wall Mirror,2025-10-23,Homeware — Design,1,66.0,26.4,Debit Card,13141,Dublin,Female,Group 35-44,2025,4,5
Marshall Oxford Shirt,2025-10-23,Men — Shirts,3,189.0,71.82,Credit Card,10216,Wicklow,M,35-44,2025,4,5
Dark Wash Straight Fit Jeans,2025-10-23,Men — Jeans,1,33.0,13.2,Credit Card,4484,Cork,Male,Group 25-34,2025,4,5
Pink Linen Blend Parallel Trousers,2025-10-23,Men — Trousers,1,35.0,17.15,Debit Card,1497,Wicklow,Male,Category None,2025,4,5
Double Wall Mug,2025-10-23,Homeware — Design,1,12.5,5.0,Credit Card,6755,Dublin,Female,Group 25-34,2025,4,5
Floral Embroidered Kaftan,2025-10-23,Children — Girls Clothing,1,32.0,16.32,Debit Card,6922,Cork,F,18—24,2025,4,5
Set of 3 Animal Canvas Prints,2025-10-23,Homeware — Design,1,23.5,9.4,Credit Card,13069,Kildare,M,45—54,2025,4,5
Woodel Wall Mirror,2025-10-23,Homeware — Design,1,66.0,26.4,CC,19153,Cork,F,Range 25-34,2025,4,5
Juliette Pullover,2025-10-24,Women — Tops,1,47.7,26.5,Debit Card,2641,Dublin,Female,18-24,2025,4,5
Blue Floral Embroidered Mac,2025-10-24,Children — Girls Clothing,1,31.5,14.35,Credit Card,2884,Louth,M,Group 35–44,2025,4,5
Black Signature Point Court Shoes,2025-10-24,Men — Shoes,2,88.0,39.6,Debit Card,6976,Limerick,Prefer not to say,18-24,2025,4,5
White Tie and Shirt Set,2025-10-24,Men — Shirts,3,105.0,39.9,Credit Card,2106,Donegal,Male,Group 45-54,2025,4,5
Blue Floral Embroidered Mac,2025-10-24,Children  — Girls Clothing,1,35.0,17.85,CC,6319,Clare,M,Range 25—34,2025,4,5
Dark Wash Straight Fit Jeans,2025-10-25,Men — Jeans,1,29.7,9.9,Credit Card,6239,Tipperary,Male,Range 25—34,2025,4,5
Fluro Shorts Two Pack,2025-10-25,Children — Boys Clothing,1,15.75,7.17,Credit Card,17341,Kerry,Male,Group 18—24,2025,4,5
Gertrude Cardigan,2025-10-25,Women — Tops,1,21.6,12.0,Credit Card,5553,Dublin,Male,Group 45—54,2025,4,5
Lilac/Mint Long Sleeve Shirts,2025-10-25,Children — Girls Clothing,1,26.0,13.26,Credit Card,9356,Dublin,Prefer not to say,Group 45-54,2025,4,5
Mid Blue Straight Fit Jeans,2025-10-25,Men — Jeans,-1,38.0,15.2,PayPal,19009,Dublin,Female,Category 35—44,2025,4,5
Leather Court Shoes,2025-10-26,Men — Shoes,2,66.6,25.9,Debit Card,17197,Dublin,F,Group 25-34,2025,4,5
Pink Slim Fit Double Cuff Shirt,2025-10-26,Men — Shirts,1,26.1,8.12,Credit Card,15287,Dublin,Male,Range 25-34,2025,4,5
Navy Herringbone Throw,2025-10-26,Homeware  — Bed Bath,3,267.0,93.45,Credit Card,16206,Galway,Female,Range 25—34,2025,4,5
Navy Crew and Jogger Set,2025-10-26,Children — Boys  Clothing,1,17.5,8.93,Voucher,12675,Meath,Male,Category 25-34,2025,4,5
Blue Puff Sleeve T–shirt Five Pack,2025-10-26,Children — Girls Clothing,3,64.5,32.9,Debit Card,11966,Donegal,Female,Category 35-44,2025,4,5
Metallic Cross Strap Block Heels,2025-10-26,Men  — Shoes,1,65.0,29.25,Credit Card,11097,Galway,Female,Group 25-34,2025,4,5
Dark Blue Belted Jeans,2025-10-27,Men — Jeans,1,29.0,11.6,Credit Card,4438,Galway,Prefer not to say,Group 25–34,2025,4,5
Black Single Cuff Shirt,2025-10-27,Men — Shirts,3,126.0,47.88,Debit Card,3403,Dublin,Female,Range 25–34,2025,4,6
Nude Peep Toe Cork Wedges,2025-10-27,Men — Shoes,1,44.0,19.8,Debit Card,5807,Kildare,M,35-44,2025,4,6
Mid Blue Slim Fit Ultra Flex Jeans,2025-10-27,Men — Jeans,1,48.0,19.2,Debit Card,17616,Dublin,Female,Category 35-44,2025,4,6
Marshall Oxford Shirt,2025-10-27,Men —  Shirts,3,189.0,71.82,Credit Card,2375,Cork,Female,Category 65+,2025,4,6
Navy/White Long Sleeve Gingham Cheque Shirt,2025-10-27,Men — Shirts,2,58.0,22.04,Debit Card,19200,Dublin,F,35-44,2025,4,6
Black Signature Point Court Shoes,2025-10-28,Women — Shoes,2,79.2,30.8,Debit Card,7850,Galway,Female,Category 18—24,2025,4,6
Floral Embroidered Kaftan,2025-10-28,Children — Girls Clothing,1,32.0,16.32,Debit Card,1522,Dublin,Prefer not to say,35–44,2025,4,6
Black Loose Fit Jeans,2025-10-28,Men — Jeans,1,29.0,11.6,Credit Card,3006,Dublin,Female,25-34,2025,4,6
Multi Short Sleeve Character T-shirt,2025-10-28,Children — Boys Clothing,1,16.5,8.41,Credit Card,18887,Galway,Female,Range 25-34,2025,4,6
Lodge Women's Shirt,2025-10-28,Women — Tops,1,33.3,18.5,Credit Card,7071,Monaghan,F,Category 25-34,2025,4,6
Navy Chino Trousers,2025-10-28,Men — Trousers,1,36.0,17.64,Debit Card,10819,Roscommon,F,Range 35-44,2025,4,6
Black Skinny Fit Ultra Flex Jeans,2025-10-28,Men — Jeans,1,33.0,13.2,Credit Card,13266,Offaly,M,Group 45—54,2025,4,6
Navy Suede Loafers,2025-10-29,Men — Shoes,1,35.0,15.75,Debit Card,16825,Dublin,Female,Group 35-44,2025,4,6
Black Cigarette Trousers,2025-10-29,Men — Trousers,1,24.0,11.76,Debit Card,4645,Limerick,Female,Range 55-64,2025,4,6
Blue Stripe Snuggle Fit Pyjamas,2025-10-29,Children — Boys Clothing,4,74.0,37.74,Debit Card,7797,Cork,M,Group 55-64,2025,4,6
Pink Slim Fit Double Cuff Shirt,2025-10-29,Men —  Shirts,1,29.0,11.02,Credit Card,18272,Dublin,Male,25—34,2025,4,6
Crinkle Velvet Bed Set,2025-10-29,Homeware — Bed Bath,2,110.0,38.5,Credit Card,16397,Waterford,Male,Range 25-34,2025,4,6
Black Slim Fit Jeans,2025-10-29,Men — Jeans,1,46.0,18.4,Debit Card,19403,Galway,F,Category 55–64,2025,4,6
Blue Stripe Snuggle Fit Pyjamas,2025-10-30,Children — Boys Clothing,3,55.5,28.3,Credit Card,16659,Kildare,Female,25-34,2025,4,6
Pink Slim Fit Double Cuff Shirt,2025-10-30,Men — Shirts,1,29.0,11.02,Voucher,6470,Mayo,Male,Group 55–64,2025,4,6
Orange/Navy Shorts Three Pack,2025-10-30,Children — Girls Clothing,1,16.5,8.41,Credit Card,5316,Kildare,F,Range 25-34,2025,4,6
White Short Sleeve Bird Print Shirt,2025-10-30,Men — Shirts,1,29.0,11.02,Credit Card,9212,Kildare,Male,Category 25-34,2025,4,6
Pink Cheque Shirt Dress,2025-10-30,Children — Girls Clothing,1,16.5,8.41,Debit  Card,4253,Louth,F,Group 45-54,2025,4,6
Navy Crew and Jogger Set,2025-10-30,Children — Boys  Clothing,2,35.0,17.85,Credit Card,10297,Wexford,Female,Group 18-24,2025,4,6
Ayres Chambray Top,2025-10-31,Women — Tops,1,56.7,31.5,Credit Card,3955,Dublin,Male,25-34,2025,4,6
Multi Llama Vests Three Pack,2025-10-31,Children — Girls Clothing,1,17.5,8.93,Credit Card,13416,Leitrim,Female,25—34,2025,4,6
Dwellers Stool,2025-11-01,Homeware — Design,4,46.0,18.4,Credit Card,17616,Dublin,Female,Group 35-44,2025,4,6
Dark Wash Straight Fit Jeans,2025-11-01,Men — Jeans,1,33.0,13.2,Credit Card,10644,Dublin,F,Range 25—34,2025,4,6
Blue Stripe Snuggle Fit Pyjamas,2025-11-01,Children —  Boys Clothing,5,83.25,37.92,Credit Card,8456,Offaly,F,45-54,2025,4,6
Dark Blue Belted Jeans,2025-11-01,Men — Jeans,1,29.0,11.6,Debit Card,8184,Louth,M,Group 35–44,2025,4,6
White Short Sleeve Bird Print Shirt,2025-11-01,Men — Shirts,1,29.0,11.02,Credit Card,19166,Louth,Female,Category 25-34,2025,4,7
Light Grey Straight Fit Jeans,2025-11-01,Men — Jeans,2,58.0,23.2,Credit Card,16175,Dublin,Female,Range 25-34,2025,4,7
Dark Blue Belted Jeans,2025-11-01,Men — Jeans,1,29.0,11.6,Debit Card,12159,Dublin,M,Group 35-44,2025,4,7
White Tie and Shirt Set,2025-11-02,Men — Shirts,3,105.0,39.9,CC,4048,Galway,Female,Range 18–24,2025,4,7
Dark Wash Straight Fit Jeans,2025-11-02,Men — Jeans,1,33.0,13.2,Debit Card,3806,Limerick,Female,Group 18-24,2025,4,7
Mola Headlamp,2025-11-02,Homeware — Design,1,38.7,12.9,Credit Card,3787,Roscommon,Female,25-34,2025,4,7
Orange/Navy Shorts Three Pack,2025-11-02,Children — Girls Clothing,1,16.5,8.41,Debit Card,13181,Carlow,Male,Group 18-24,2025,4,7
Fancy Ballerina Shoes,2025-11-03,Men — Shoes,1,43.0,19.35,Debit Card,1009,Kildare,Prefer not to say,Group None,2025,4,7
Whitney Pullover,2025-11-03,Women — Tops,1,49.5,27.5,Debit  Card,2641,Dublin,Female,18–24,2025,4,7
Lodge Women's Shirt,2025-11-03,Women — Tops,2,66.6,37.0,Credit Card,7500,Dublin,Female,Category 25—34,2025,4,7
Crinkle Velvet Bed Set,2025-11-03,Homeware — Bed Bath,2,110.0,38.5,Credit Card,17987,Kildare,Female,Range 18-24,2025,4,7
Soft Velour Eyelet Lined Curtains,2025-11-03,Homeware — Design,2,212.0,84.8,Credit Card,18219,Dublin,Female,45-54,2025,4,7
White Colour Block T-Shirt,2025-11-03,Children — Boys Clothing,2,45.0,22.95,Credit Card,11097,Galway,F,25-34,2025,4,7
Lilac/Mint Long Sleeve Shirts,2025-11-04,Children — Girls Clothing,2,52.0,26.52,Debit Card,18347,Dublin,Female,Category 35-44,2025,4,7
Light Grey Straight Fit Jeans,2025-11-04,Men — Jeans,1,29.0,11.6,Credit Card,6319,Clare,Male,Category 25-34,2025,4,7
Fancy Ballerina Shoes,2025-11-04,Women — Shoes,4,154.8,60.2,Credit Card,9012,Tipperary,Female,Category 35-44,2025,4,7
Black Slim Fit Jeans,2025-11-04,Men — Jeans,1,46.0,18.4,Debit Card,14203,Galway,M,Group 25—34,2025,4,7
Navy Short Sleeve Linen Blend Shirt,2025-11-04,Men — Shirts,1,21.15,6.58,Credit Card,1278,Mayo,F,Range 35–44,2025,4,7
Navy Tailored Trousers,2025-11-04,Men — Trousers,3,126.0,61.74,Debit Card,2575,Dublin,F,55–64,2025,4,7
Black Loose Fit Jeans,2025-11-04,Men — Jeans,1,29.0,11.6,Debit Card,10262,Westmeath,F,Group 35–44,2025,4,7
Camp Stool,2025-11-05,Homeware — Design,6,89.1,29.7,Credit Card,9975,Dublin,Prefer not to say,Range 25-34,2025,4,7
Dawson Trolley,2025-11-05,Homeware — Design,1,57.0,22.8,Credit Card,12506,Laois,F,Group 25-34,2025,4,7
Black Skinny Zip Trousers,2025-11-05,Men — Trousers,1,46.0,22.54,Credit Card,5386,Dublin,M,Category 25-34,2025,4,7
Crinkle Velvet Bed Set,2025-11-05,Homeware — Bed Bath,2,110.0,38.5,Credit Card,17831,Dublin,Male,Range 65+,2025,4,7
Dark Wash Straight Fit Jeans,2025-11-05,Men — Jeans,1,33.0,13.2,Credit Card,10947,Dublin,Prefer not to say,Range 25-34,2025,4,7
Fancy Ballerina Shoes,2025-11-05,Men — Shoes,1,38.7,15.05,Debit Card,4098,Galway,Female,Group 35-44,2025,4,7
Grey Marl Panda Face Crew,2025-11-06,Children — Boys Clothing,3,34.5,17.59,PayPal,5725,Dublin,Female,Category 35-44,2025,4,7
Black Slim Fit Jeans,2025-11-06,Men —  Jeans,1,46.0,18.4,Credit Card,11175,Kilkenny,Female,45-54,2025,4,7
Orange/Navy Shorts Three Pack,2025-11-06,Children — Girls Clothing,2,33.0,16.83,Credit Card,12084,Mayo,Male,Category 55—64,2025,4,7
Fluro Shorts Two Pack,2025-11-06,Children — Boys Clothing,3,52.5,26.77,Credit Card,2766,Dublin,Female,Category 35—44,2025,4,7
Dark Ink Slim Fit Jeans,2025-11-06,Men — Jeans,2,82.8,27.6,Voucher,5279,Tipperary,Female,Range 25-34,2025,4,8
Blue Stripe Snuggle Fit Pyjamas,2025-11-07,Children — Boys Clothing,1,18.5,9.44,Credit Card,18712,Cork,Male,Range 35-44,2025,4,8
Blue Stripe Snuggle Fit Pyjamas,2025-11-07,Children — Boys Clothing,3,55.5,28.3,Debit Card,14628,Dublin,F,Category 18-24,2025,4,8
Tan Leather Woven Slingbacks,2025-11-07,Men — Shoes,1,43.0,19.35,Debit Card,5181,Monaghan,Male,Group 25-34,2025,4,8
White Polo Two Pack,2025-11-07,Children — Girls  Clothing,1,7.5,3.83,Debit  Card,11966,Donegal,Female,Category 35-44,2025,4,8
Knitted Pom Pom Throw,2025-11-07,Homeware — Bed Bath,1,29.7,8.25,Debit Card,19034,Mayo,Female,18—24,2025,4,8
Hawaiian Print Sun Safe Two Piece,2025-11-07,Children  — Girls Clothing,2,35.0,17.85,Credit Card,8250,Laois,Male,Group 25-34,2025,4,8
Navy Crew and Jogger Set,2025-11-07,Children — Boys Clothing,1,17.5,8.93,Credit Card,10566,Mayo,Male,Range 18-24,2025,4,8
Tan Leather Woven Slingbacks,2025-11-08,Men — Shoes,1,43.0,19.35,Credit Card,17403,Kildare,Male,Group 55-64,2025,4,8
Black Skinny Zip Trousers,2025-11-08,Men —  Trousers,1,46.0,22.54,Debit Card,1634,Cavan,M,Category 25–34,2025,4,8
Ayres Chambray Top,2025-11-08,Women — Tops,1,56.7,31.5,Credit Card,4825,Louth,Female,Category 25-34,2025,4,8
Blue Puff Sleeve T–shirt Five Pack,2025-11-08,Children — Girls  Clothing,1,21.5,10.96,Debit Card,5947,Monaghan,Male,55–64,2025,4,8
Soft Velour Eyelet Lined Curtains,2025-11-08,Homeware — Design,1,106.0,42.4,Credit Card,5875,Kildare,Female,Group 25-34,2025,4,8
Blue Floral Embroidered Mac,2025-11-08,Children — Girls Clothing,1,35.0,17.85,Debit Card,7872,Galway,Male,Range 25-34,2025,4,8
Multi Llama Vests Three Pack,2025-11-08,Children — Girls Clothing,1,15.75,7.17,Credit Card,2441,Waterford,F,Range 35-44,2025,4,8
Mid Blue Straight Fit Jeans,2025-11-08,Men — Jeans,1,38.0,15.2,CC,4877,Dublin,Female,Range 45-54,2025,4,8
Double Wall Mug,2025-11-09,Homeware — Design,1,12.5,5.0,CC,13716,Dublin,F,Category 18-24,2025,4,8
Mid Blue Straight Fit Jeans,2025-11-09,Men — Jeans,2,76.0,30.4,Credit  Card,15972,Dublin,Male,Range 25–34,2025,4,8
White Colour Block T-Shirt,2025-11-09,Children — Boys Clothing,3,67.5,34.42,Credit Card,3731,Tipperary,F,Group 25-34,2025,4,8
Black Loose Fit Jeans,2025-11-09,Men  — Jeans,1,29.0,11.6,Debit Card,1866,Dublin,Female,Category 18-24,2025,4,8
Multi Short Sleeve Character T-shirt,2025-11-09,Children — Boys Clothing,1,16.5,8.41,Credit Card,5478,Offaly,Female,Category 25-34,2025,4,8
Pink Slim Fit Double Cuff Shirt,2025-11-10,Men — Shirts,1,29.0,11.02,Debit  Card,14428,Dublin,M,25-34,2025,4,8
Blue Floral Embroidered Mac,2025-11-10,Children — Girls Clothing,1,35.0,17.85,Debit Card,8722,Kerry,Male,Group 35-44,2025,4,8
Grey Marl Panda Face Crew,2025-11-10,Children — Boys Clothing,1,10.35,4.71,Credit Card,5586,Dublin,M,25–34,2025,4,8
Dark Blue Belted Jeans,2025-11-10,Men — Jeans,1,29.0,11.6,Credit Card,16672,Dublin,Prefer not to say,Group 25-34,2025,4,8
Camp Stool,2025-11-10,Homeware — Design,5,82.5,33.0,Credit Card,7847,Dublin,F,Category 25-34,2025,4,8
Orange/Navy Shorts Three Pack,2025-11-10,Children — Girls Clothing,1,16.5,8.41,Debit  Card,1819,Dublin,F,35—44,2025,4,8
Floral Embroidered Kaftan,2025-11-11,Children — Girls Clothing,2,64.0,32.64,Debit Card,13287,Limerick,Male,Group 25-34,2025,4,8
Gertrude Cardigan,2025-11-11,Women — Tops,1,21.6,12.0,Credit Card,12703,Wexford,Male,Group 18-24,2025,4,8
Set of 3 Animal Canvas Prints,2025-11-12,Homeware — Design,1,23.5,9.4,Credit Card,7453,Dublin,Male,Group 18-24,2025,4,8
Fluro Shorts Two Pack,2025-11-12,Children  — Boys Clothing,3,52.5,26.77,Debit Card,4181,Carlow,F,25–34,2025,4,9
Navy Chino Trousers,2025-11-12,Men — Trousers,3,108.0,52.92,Credit Card,4298,Dublin,Female,Range 25-34,2025,4,9
Black Cigarette Trousers,2025-11-12,Men — Trousers,2,48.0,23.52,Credit Card,16841,Galway,F,Range 35-44,2025,4,9
Navy Suede Loafers,2025-11-13,Women  — Shoes,1,31.5,12.25,Debit Card,12725,Dublin,Male,Range 18—24,2025,4,9
Soft Velour Eyelet Lined Curtains,2025-11-13,Homeware — Design,1,106.0,42.4,Credit Card,8600,Dublin,M,Category 18–24,2025,4,9
White Tie and Shirt Set,2025-11-13,Men — Shirts,4,126.0,39.2,Debit Card,6694,Dublin,M,Range 18–24,2025,4,9
Crinkle Velvet Bed Set,2025-11-13,Homeware — Bed  Bath,2,110.0,38.5,CC,3978,Wexford,F,Group 35-44,2025,4,9
Multi Floral Print Short Dress,2025-11-13,Women — Dresses,1,31.0,15.5,Credit Card,6037,Dublin,Female,35-44,2025,4,9
Light Grey Straight Fit Jeans,2025-11-13,Men — Jeans,2,58.0,23.2,Debit Card,16525,Dublin,Male,45-54,2025,4,9
Navy Crew and Jogger Set,2025-11-14,Children —  Boys Clothing,1,17.5,8.93,Credit Card,14294,Cavan,F,Category 18-24,2025,4,9
Black Skinny Fit Jeans,2025-11-14,Men — Jeans,1,46.0,18.4,Credit Card,9803,Kildare,Female,Category 18-24,2025,4,9
Soft Velour Eyelet Lined Curtains,2025-11-14,Homeware —  Design,3,318.0,127.2,Credit Card,13975,Galway,Female,Group 25-34,2025,4,9
White Tie and Shirt Set,2025-11-14,Men — Shirts,3,105.0,39.9,Voucher,14966,Dublin,F,Range 25-34,2025,4,9
Dark Wash Straight Fit Jeans,2025-11-15,Men — Jeans,1,33.0,13.2,Credit Card,19544,Dublin,F,Group 25—34,2025,4,9
White Cropped Leggings,2025-11-15,Men — Trousers,1,35.0,17.15,Credit Card,16616,Clare,F,Group 45-54,2025,4,9
Lilac/Mint Long Sleeve Shirts,2025-11-15,Children — Girls  Clothing,1,26.0,13.26,Debit Card,17753,Kildare,Female,Category 35-44,2025,4,9
Blue Stripe Snuggle Fit Pyjamas,2025-11-15,Children — Boys Clothing,2,33.3,15.17,Debit Card,6312,Mayo,Female,Group 35-44,2025,4,9
Cream Vintage Bin,2025-11-15,Homeware —  Bed Bath,2,144.0,50.4,Credit Card,17803,Louth,Male,None,2025,4,9
White Cropped Leggings,2025-11-15,Men — Trousers,1,35.0,17.15,Debit Card,14619,Dublin,Female,25-34,2025,4,9
Leather Court Shoes,2025-11-15,Men — Shoes,3,111.0,49.95,Credit Card,13437,Meath,Male,45–54,2025,4,9
Dark Ink Slim Fit Jeans,2025-11-15,Men — Jeans,1,46.0,18.4,Credit Card,16300,Dublin,Female,Range 45–54,2025,4,9
Cream Vintage Bin,2025-11-16,Homeware — Bed Bath,6,432.0,151.2,Credit Card,6866,Wicklow,Female,Range 25-34,2025,4,9
Floral Embroidered Kaftan,2025-11-16,Children — Girls Clothing,3,86.4,39.36,Credit Card,5309,Cork,Female,Range 45-54,2025,4,9
Mola Headlamp,2025-11-16,Homeware  —  Design,2,86.0,34.4,Credit Card,11716,Tipperary,F,Group 18-24,2025,4,9
Light Grey Straight Fit Jeans,2025-11-16,Men — Jeans,1,29.0,11.6,Debit Card,17822,Dublin,F,Group 45-54,2025,4,9
Light Grey Straight Fit Jeans,2025-11-16,Men — Jeans,1,29.0,11.6,Debit Card,4044,Dublin,Male,25-34,2025,4,9
Marshall Oxford Shirt,2025-11-17,Men — Shirts,1,63.0,23.94,Credit Card,8059,Wicklow,Female,Category 45–54,2025,4,9
Rose Print Prom Dress,2025-11-17,Children — Girls Clothing,1,37.0,18.87,Credit Card,12769,Kildare,Female,Group 65+,2025,4,9
Woodel Wall Mirror,2025-11-17,Homeware — Design,1,66.0,26.4,Credit Card,8603,Tipperary,Male,45-54,2025,4,9
Navy Jersey Joggers,2025-11-17,Men — Trousers,2,48.0,23.52,Credit Card,5035,Dublin,Male,45—54,2025,4,9
Long Sleeve Swing Shirt,2025-11-17,Women — Tops,2,63.0,35.0,Debit Card,5191,Wicklow,Male,Range 18-24,2025,4,10
Light Grey Straight Fit Jeans,2025-11-17,Men — Jeans,2,58.0,23.2,Debit Card,13553,Kildare,Female,45-54,2025,4,10
Grey Marl Panda Face Crew,2025-11-17,Children  — Boys Clothing,3,34.5,17.59,Credit Card,1662,Dublin,Female,Category 35-44,2025,4,10
Black Skinny Fit Jeans,2025-11-18,Men — Jeans,1,46.0,18.4,Debit Card,14637,Westmeath,Male,Range 35—44,2025,4,10
Black Skinny Fit Jeans,2025-11-18,Men — Jeans,1,46.0,18.4,Debit Card,5398,Sligo,Female,Category 18–24,2025,4,10
Gertrude Cardigan,2025-11-18,Women — Tops,1,21.6,12.0,Credit Card,5909,Louth,Female,35—44,2025,4,10
Black Skinny Fit Ultra Flex Jeans,2025-11-18,Men — Jeans,1,33.0,13.2,Debit Card,14691,Dublin,Female,Group 25–34,2025,4,10
Black Skinny Fit Jeans,2025-11-19,Men — Jeans,1,41.4,13.8,Debit Card,6287,Dublin,Male,Group 18-24,2025,4,10
Dark Blue Belted Jeans,2025-11-19,Men — Jeans,1,26.1,8.7,Debit Card,14378,Westmeath,Female,Category 18-24,2025,4,10
Multi Floral Print Short Dress,2025-11-19,Women — Dresses,1,31.0,15.5,Credit Card,1003,Donegal,Female,Group 25-34,2025,4,10
White Polo Two Pack,2025-11-19,Children — Girls Clothing,1,7.5,3.83,Credit Card,3187,Monaghan,Male,Category 25–34,2025,4,10
Black Single Cuff Shirt,2025-11-19,Men — Shirts,2,84.0,31.92,CC,5311,Dublin,Female,Group 18–24,2025,4,10
Hawaiian Print Sun Safe Two Piece,2025-11-19,Children — Girls Clothing,2,35.0,17.85,CC,11050,Dublin,Male,Range 25-34,2025,4,10
Dark Blue Belted Jeans,2025-11-20,Men — Jeans,1,29.0,11.6,Credit Card,7146,Cork,F,18-24,2025,4,10
Mid Blue Straight Fit Jeans,2025-11-20,Men — Jeans,2,76.0,30.4,Credit Card,4986,Cork,Female,Category 45-54,2025,4,10
Red Joggers Two Pack,2025-11-20,Children — Boys Clothing,1,15.0,7.65,Credit Card,13469,Cork,Female,Range 35-44,2025,4,10
White Tie and Shirt Set,2025-11-20,Men — Shirts,4,140.0,53.2,PayPal,6282,Dublin,Female,45—54,2025,4,10
Navy Linen Blend Dress,2025-11-20,Women — Dresses,1,30.0,15.0,Credit Card,16131,Tipperary,Female,Range 55-64,2025,4,10
Black Skinny Zip Trousers,2025-11-21,Men  — Trousers,2,92.0,45.08,Credit Card,18912,Cork,Male,Range 35-44,2025,4,10
Dark Wash Straight Fit Jeans,2025-11-21,Men — Jeans,1,33.0,13.2,Voucher,11294,Galway,F,Category 18—24,2025,4,10
Navy Linen Blend Dress,2025-11-21,Women — Dresses,1,30.0,15.0,CC,17319,Dublin,Prefer not to say,Group 35-44,2025,4,10
Orange/Navy Shorts Three Pack,2025-11-21,Children — Girls Clothing,2,33.0,16.83,PayPal,9212,Kildare,Male,Group 25—34,2025,4,10
Pink Floral Blend Printed Dress,2025-11-22,Women — Dresses,1,27.9,12.4,Credit Card,4344,Tipperary,M,Group 35—44,2025,4,10
Blue Puff Sleeve T-shirt Five Pack,2025-11-22,Children — Girls Clothing,3,64.5,32.9,Credit Card,7247,Kildare,Female,Range 35-44,2025,4,10
Pink Slim Fit Double Cuff Shirt,2025-11-22,Men — Shirts,1,29.0,11.02,Credit Card,7137,Dublin,Male,Group 25—34,2025,4,10
